dataID,HHuniqueID,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,past_Outcome,Y_AcceptedOffer,CallDuration,headOfhouseholdGender,annualDonations,EstRace,PetsPurchases,DigitalHabits_5_AlwaysOn,AffluencePurchases,Age,Job,Marital,Education,DefaultOnRecord,RecentBalance,HHInsurance,CarLoan,carMake,carModel,carYr
NA,HHdef23baf5d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-184,1,0,Dodge,Stratus,2006
NA,HHd31bb4c2b3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,271,1,0,Mercedes-Benz,M-Class,2015
NA,HH07025a4bca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4692,1,0,Mazda,626,1996
NA,HHc6b8a04f8e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,0,Mazda,B-Series Plus,2014
NA,HH7e73b6cbdc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,862,0,0,Chevrolet,G-Series 2500,2006
NA,HH00a69862a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4287,0,0,Ford,Thunderbird,2014
NA,HHdbfa73dcca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5637,1,0,Infiniti,J,2003
NA,HH7711b84d57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,Oldsmobile,LSS,2007
NA,HH9063a7bf35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,247,0,0,Kia,Carens,2018
NA,HH7b27e90e69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,400,0,0,Pontiac,Grand Am,2007
NA,HH5d56c60627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,440,0,0,Dodge,Ram Van B150,2002
NA,HH8689f0fbc6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59,1,0,Chevrolet,G-Series 1500,2006
NA,HHeaffe63370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1245,1,0,Maserati,Quattroporte,2018
NA,HHfc71a390b9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,123,0,0,Hyundai,Sonata,2009
NA,HH7442548128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2284,1,0,Audi,TT,2019
NA,HH42e4496bcb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1396,0,1,Dodge,Ram 3500 Club,NA
NA,HHde95f11664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,820,1,0,Chevrolet,Aveo,2019
NA,HHf27c188b6c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,Suzuki,Verona,2014
NA,HH5a4ff6732f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,228,1,0,Volkswagen,New Beetle,2019
NA,HHf313e99aaa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-22,1,0,Chrysler,300M,2009
NA,HHe52a7c181b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1804,0,0,Honda,Passport,2006
NA,HHbfd444cb45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,291,1,0,Jeep,Cherokee,2005
NA,HH8842488c29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-405,1,1,Mazda,Mazda3,2019
NA,HHfcc02b7400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-45,0,1,Cadillac,Fleetwood,1964
NA,HH2cbf1da52c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,Chevrolet,S10,2014
NA,HHeaa1d00ee6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,Acura,RL,2019
NA,HH8884cdfb72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,285,1,0,Toyota,Highlander,2014
NA,HH15d256b83e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,148,0,0,Lincoln,Mark VII,2002
NA,HHf5aee00ff7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1219,0,0,Chevrolet,Suburban 1500,NA
NA,HH7a3c761cf2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,235,0,0,Chevrolet,Equinox,2019
NA,HH0b69482fe7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,0,1,Porsche,944,1998
NA,HHc1f71b08ac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,443,1,0,Chevrolet,Malibu,NA
NA,HH529418f9af,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3027,1,0,Subaru,Forester,2011
NA,HHa3b07904a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1601,1,0,Plymouth,Colt Vista,2002
NA,HH44d0a093b5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,332,1,0,Austin,Mini,1973
NA,HH35b9bd39b3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,114,0,0,Porsche,928,1996
NA,HH3f1eb95925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12848,1,0,Honda,NA,2016
NA,HH39b9a9643a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Ford,F-Series Super Duty,2019
NA,HHeabd43f17a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1272,1,0,Cadillac,CTS,2019
NA,HH857463c2a0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6822,0,0,Toyota,FJ Cruiser,2019
NA,HH2a12f2f41c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1295,1,0,BMW,M5,2016
NA,HHcb1915b259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,924,1,0,BMW,1 Series,2019
NA,HHe89c8f174d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,1,1,Volkswagen,Golf,2015
NA,HH1589fd9a40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,0,0,Maybach,57S,2015
NA,HH6800f97e04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,116,0,0,Pontiac,Grand Prix,NA
NA,HH1f4aae40cb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,518,1,0,Toyota,Yaris,2019
NA,HHf3447ef76b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,1,0,Mazda,Navajo,2003
NA,HHce8e559fa7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,622,0,0,Mazda,RX-7,1996
NA,HHe4ddb00317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2033,0,0,Pontiac,Vibe,2017
NA,HH75d42df930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,108,0,0,Chrysler,Town & Country,2017
NA,HHe082d0b4cd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,408,0,0,Mazda,Mazdaspeed 3,2017
NA,HHa07392cdea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Jeep,Grand Cherokee,2018
NA,HHae4044adda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,0,1,GMC,1500,2003
NA,HH5f002e2e86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27696,0,0,Morgan,Aero 8,2018
NA,HHd53a2ed041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,358,0,0,Volkswagen,GTI,2012
NA,HH2e275682e0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2855,0,0,Ford,Econoline E250,2009
NA,HHc3f9c5993f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2729,1,0,Toyota,4Runner,2015
NA,HH1e18325d05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,613,1,0,Ford,Crown Victoria,NA
NA,HH3e44723785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4539,0,0,Chevrolet,Corvette,1976
NA,HHdc1895df94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,238,0,0,GMC,3500 Club Coupe,2004
NA,HHca06325dca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1147,1,1,Chevrolet,NA,2019
NA,HH152b8ea46e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,812,0,0,Subaru,Legacy,2007
NA,HHf39de4e122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,0,BMW,NA,2018
NA,HH24650b9e7c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-407,1,1,NA,Sable,2005
NA,HHdeee290527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,296,1,0,Lexus,IS-F,2018
NA,HH3584f6586d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2464,0,0,Chevrolet,Lumina,2008
NA,HHb197def3b5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1780,1,0,Isuzu,Trooper,2005
NA,HH7806793cd8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,293,0,0,Cadillac,Catera,2009
NA,HH377390a418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,622,0,0,Buick,Regal,2019
NA,HHb54e13db07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,787,0,0,Dodge,Intrepid,2012
NA,HH456cc2d9f5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1222,1,0,Mitsubishi,3000GT,2007
NA,HH64f14e7115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3654,0,0,Kia,Rio,2019
NA,HH66c2a88a3f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5547,1,0,Ford,F250,2013
NA,HH5de6760203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1644,0,0,Porsche,911,1998
NA,HH2b5bbe6f4d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,314,1,0,Ford,E250,2013
NA,HHe97eb1f855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,613,0,0,Mazda,Miata MX-5,2010
NA,HHe190850d5c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,976,1,0,Ford,Expedition,2019
NA,HH54369dafb7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62,1,0,Suzuki,Swift,2004
NA,HH2a67532f71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1725,1,0,Oldsmobile,88,2007
NA,HHa9e5905240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,787,1,0,Honda,del Sol,NA
NA,HH65f3b63a61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3371,0,0,Pontiac,Sunbird,1995
NA,HH899f502cef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,637,1,0,Buick,LeSabre,2010
NA,HH51d93717db,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Mazda,929,1997
NA,HH05d145742e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4425,1,0,Volkswagen,Fox,2003
NA,HH29429cf047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,412,1,0,Buick,Roadmaster,2005
NA,HH8318bb3e22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,624,1,0,Mitsubishi,3000GT,2002
NA,HH21c0ba6489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2838,1,0,Saab,900,2005
NA,HH5aea923333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,947,0,0,Audi,4000CS Quattro,NA
NA,HH9223fdaffb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9317,0,0,Nissan,240SX,2007
NA,HHa4acbea6ef,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,238,0,0,Toyota,RAV4,2014
NA,HHee41fab899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-44,1,0,Jeep,Cherokee,2011
NA,HHa87a192495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2319,0,0,Chevrolet,NA,2017
NA,HH6ba874177e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,368,0,1,Buick,LeSabre,2000
NA,HHbb2b8dc93f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4675,0,0,Ferrari,NA,2019
NA,HH4bc8f0878f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,316,1,1,Honda,Fit,2019
NA,HHf758a3727a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Nissan,Armada,2015
NA,HHd6d0acd337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2656,1,0,Jaguar,S-Type,2015
NA,HH8136567416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1243,0,1,Isuzu,Oasis,2009
NA,HH0053b38c31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,301,1,0,Lincoln,Blackwood,2012
NA,HH7ada544268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,313,0,0,Subaru,Forester,2019
NA,HH00f4260cc4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,86,1,1,Pontiac,NA,1996
NA,HHcf56b45da9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,98417,0,0,NA,S10,2011
NA,HH60531aac91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3409,0,0,Chevrolet,Aveo,2019
NA,HH683eb88475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1289,0,0,Ford,Aerostar,2000
NA,HHd02dd52782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,334,0,0,NA,Seville,2005
NA,HH78f4098121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,170,1,0,Chevrolet,Suburban,2019
NA,HH4cbb9c081e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,972,1,0,Jaguar,XJ,2016
NA,HH636cf2fa8c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Morgan,NA,2016
NA,HH59863fa537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-164,0,0,Mercedes-Benz,S-Class,NA
NA,HH33ac347a79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1047,0,0,Cadillac,DeVille,2013
NA,HH4a087baea1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49,0,0,Lincoln,Continental,1999
NA,HH4bafd97bd3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,315,0,0,BMW,7 Series,2012
NA,HH31d6baf6ff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1129,1,0,Panoz,Esperante,NA
NA,HH326974a993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2678,1,0,Chevrolet,Metro,2008
NA,HH869d9c47cf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4465,0,0,Chevrolet,1500,2003
NA,HH56b19f7970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1286,1,0,Subaru,Impreza,2011
NA,HH1920ff3452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,246,1,0,Oldsmobile,88,2004
NA,HH001f60887a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1959,1,0,GMC,Yukon,2008
NA,HHcbdcc7cd65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,NA,Daewoo Lacetti,2014
NA,HHe40529b480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3809,1,0,Dodge,Ram 3500,2009
NA,HHaadce88c55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,267,1,0,Mazda,MX-5,2013
NA,HH3b60ae7200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,554,1,0,NA,Focus,2010
NA,HH95cb8e551f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,469,0,0,Nissan,GT-R,2019
NA,HH539e5c0b01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,804,0,0,Aston Martin,V8 Vantage,2019
NA,HHd3509b792f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,1,0,Ford,Windstar,2014
NA,HH936e99015d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,171,0,0,Pontiac,G8,2018
NA,HHb28f699f24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5038,0,0,Maserati,Quattroporte,2016
NA,HH26ba00d026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1082,0,0,Nissan,Sentra,2003
NA,HHcba3299b1d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1697,0,0,Dodge,Intrepid,2011
NA,HH4c3cb9a0bf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7469,0,0,Mercury,Grand Marquis,1995
NA,HH3976fb7cab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,926,0,0,Honda,Prelude,2011
NA,HH1d644afb1d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5432,1,1,Chevrolet,Impala,2018
NA,HH41fa2e6689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,466,0,0,Honda,NA,2019
NA,HHebed89276b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,715,0,0,Pontiac,6000,1995
NA,HH08f81dc0e9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10786,0,0,Dodge,Aspen,1986
NA,HH51266e03ac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,1,0,Saturn,VUE,2018
NA,HH5934a4deec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,253,1,0,Mercedes-Benz,C-Class,2011
NA,HHd16a7e651a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,324,0,0,NA,Sunbird,1994
NA,HH6559cc7cd5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3324,0,0,Chevrolet,G-Series G10,2002
NA,HHf68393b7d2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,Toyota,Tundra,2012
NA,HH6799a503ff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1979,1,1,Chevrolet,Blazer,2007
NA,HH6c4ef65537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3585,0,0,Ford,E-Series,2002
NA,HH0f4f3a2d6e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,739,1,0,Mazda,Miata MX-5,2009
NA,HH30e10e2484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3333,1,1,Oldsmobile,Achieva,2004
NA,HHddedc48021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3347,0,0,Dodge,Caravan,2003
NA,HHa4a9901b68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2374,1,0,Saab,9000,2003
NA,HH60e5eaae6d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62,1,0,Volkswagen,Rabbit,2016
NA,HHe99d55182f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,435,1,0,Mazda,Miata MX-5,2018
NA,HHb173b57ee9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2163,0,0,Dodge,Durango,2017
NA,HH350e1938a5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,482,0,0,Ford,E150,2017
